Company Name,Job Title,About Company,Location,Skills Required,Logo,Tags
Uboard India Limited,Manufacturing Engineering,Uboard is India's only electric micro-mobility brand that a 100% proudly made in India. We offer the latest in the world of clean 100% electric personal mobility to the Indian consumer. We are a 4-year-old company with more than 50% market share in our industry and deal directly with companies like reliance brand limited and tata motors along with a D2C presence. Some of our oldest and best employees who hold key positions in our company currently were once introduced to the family via Internshala and we are firm believers in throwing the right talent into the deep end only to witness them victorious in no time and stronger than ever. We are a fun and young company that is disrupting the startup mindset breaking barriers and making history. We have had a tremendous 2021 with a 400% YOY growth with no plans for slowing down.,Delhi, ,https://internshala.com/cached_uploads/logo%2F5e2fdd11415a21580195089.jpg,manufacturing engineering
Trickyverse,PHP Development,"We believe in establishing brands owing to the digitally-driven era with our resolute and firm approaches. Trickyverse is an integrated creative and media company built for the present. A company that always places business impact above all else. Genuine business impact that makes a difference in brand recognition, sales, and visibility.

We continue to level up and stay up to date. At Trickyverse, we believe that creativity needs to be powered by media and backed by data. Getting creative and media under one roof, our solutions converge cross-vertical proficiency to create harmony between the two. Solutions that generate real-time, relevant, and reportable results for your brand. Trickyverse can help you be the brand you truly want to be.",Gurgaon,Bootstrap  JavaScript  LARAVEL  MySQL  PHP  ReactJS  Tailwind CSS ,https://internshala.com/cached_uploads/logo%2F632437ce7793b1663317966.png,php development bootstrap javascript laravel mysql php reactjs tailwind css
LineupX,Next.Js/React.JS Development,"LineupX is a B2B company that helps organizations find talent faster in just 4 easy steps. Our solution leverages the combined strength of human and machine intelligence to provide an unmatched experience for the organization and as well as individuals. The industry we are looking at transforming is currently a $400 billion industry globally. LineupX is a technology-driven recruitment solutions company that uses machine learning along with human and domain intelligence to transform the way the world recruits talent. LineupX is an early-stage startup with reasonable traction. We are sufficiently angel invested and have revenue flowing in. We have been identified by SINE IIT Bombay as a high-potential startup. We have been endorsed by Canqbate50, a Canada-based startup program aimed at identifying the top 50 startups from India to be funded and set up in Canada.",Mumbai,Bootstrap  CSS  HTML  JavaScript  ReactJS  Redux ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,next.js react.js development bootstrap css html javascript reactjs redux
NextEdge Labs,Flutter Development,"We are a tech-business consulting firm. Our services include sales, marketing, operations, infrastructure, finance, and business model activities.",Work From Home,Dart  Flutter ,https://internshala.com/cached_uploads/logo%2F60c3763e414b21623422526.png,flutter development dart flutter
OSOS Private Limited,Full Stack Development,"OSOS Private Limited is a startup at an early stage and is fast-growing. We are working on the future of social networking and its transformation to a more relevant platform by utilizing the most cutting-edge tools and technologies. Our product is focused on providing innovative and unique services to all mobile internet users globally through our mobile application. We encourage skilled and hardworking talent to work with us and grow along while building an exceptionally scalable product from scratch. We integrate honesty, ethics, and equality into all aspects of our operations.",Hyderabad,CSS  HTML  Java  JavaScript  MongoDB  MySQL  Node.js  ReactJS ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,full stack development css html java javascript mongodb mysql node.js reactjs
OyeLabs,ReactJS Development,"We consider ourselves as a growth engine to startups and enterprises. We work in blockchain, IoT, machine learning/artificial intelligence, mobile apps, and web apps.",Work From Home,GitHub  JavaScript  ReactJS  Redux ,https://internshala.com/cached_uploads/logo%2F5de92afc48a161575561980.jpg,reactjs development github javascript reactjs redux
Helix,Web3 Growth,"We are a Web3 protocol that rewards the community to answer the questions. Our first product is decentralized StackOverflow, where community members receive token rewards for answering questions. For our customers, Helix drives community engagement and reduces developer support costs. Currently, we are collaborating with some of the largest L1s and protocols in Web3.

We deeply care about our mission. The founding team consists of entrepreneurs with experience at Meta, LinkedIn, Microsoft, and Uber. It's a fast-growing Web3 company backed by some of the most well-known investors in crypto.",Work From Home, ,https://internshala.com/cached_uploads/logo%2F63ee40bbb668d1676558523.png,web3 growth
Tech BRJ,Front End Development,"TechBRJ is your technology partner to digitalize & scale your business to new heights.
We deal in website development, software development, and app development.",Lucknow,CSS  HTML  JavaScript  ReactJS ,https://internshala.com/cached_uploads/logo%2F637cbfafeba0a1669119919.jpg,front end development css html javascript reactjs
Stirring Minds,Web Development,"Stirring Minds is a premier startup ecosystem in India, dedicated to helping businesses launch, scale, and succeed. As a leading incubator, we provide funding, co-working spaces, and mentorship to support the growth of innovative companies. In addition to our incubator services, we also host the largest startup event in the country known as Startup Summit Live, bringing together entrepreneurs and industry leaders to connect, learn, and collaborate. 

Our community-driven approach extends beyond our event and incubator offerings, as we work to create communities of like-minded individuals who can support and learn from one another. We have been recognized by top media outlets both in India and internationally, including the BBC, The Guardian, Entrepreneur, and Business Insider. Our goal is to provide a comprehensive ecosystem for startups and help turn their ideas into reality.",Delhi,AJAX  Bootstrap  CodeIgniter  CSS  HTML  JavaScript  jQuery  LARAVEL  MySQL  Node.js  PHP  ReactJS  WordPress ,https://internshala.com/cached_uploads/logo%2F5e2fdc44ce79c1580194884.jpg,web development ajax bootstrap codeigniter css html javascript jquery laravel mysql node.js php reactjs wordpress
Schrodinger Ideas Private Limited,Software Testing,"Atom, an app under Schrodinger Ideas Private Limited, is a niche community of highly motivated people who want to do something meaningful in their lives. In short, you can say it's a community for entrepreneurs/doers. We believe that we can achieve our full potential as human beings if we get connected in a better way.",Work From Home,Database Testing  Manual Testing  Software Testing ,https://internshala.com/cached_uploads/logo%2F62b4573c8fe901655985980.jpg,software testing database testing manual testing software testing
Digicon Lakes,Quality Assurance Engineering,We deliver high-quality web solutions to customers all over the world. Using the most modern and most demanded technologies we analyze projects of high complexity - from CRM systems to mobile applications. We use high levels of proficiency and popular technologies which allows us to work with high-profile foreign customers and be able to match strict project needs/requirements.,Mumbai,GUI Testing  Manual Testing  Quality Assurance/Quality Control (QA/QC)  Software Testing ,https://internshala.com/cached_uploads/logo%2F626b7b4690a551651211078.jpg,quality assurance engineering gui testing manual testing quality assurance quality control (qa qc) software testing
Oberoi IBC India Private Limited,WordPress Development,We are a full-service advertising agency catering to Indian family businesses since 1995. It is our mission to empower Indian brands with creative and strategic innovation. Ad campaigns with celebrities are our forte.,Mumbai,WordPress ,https://internshala.com/cached_uploads/logo%2F63ec853d6138c1676444989.png,wordpress development wordpress
Deccan Hydraulics Private Limited,Innovation Engineering,"Deccan Hydraulics Private Limited and Deccan Group of Industries are foraying into the manufacture of innovative special-purpose all-terrain vehicles/multipurpose all-terrain vehicles, subsystems, and associated mobile equipment that provide excellent driving dynamics, enhanced comfort, and multi-application usage both on-road and off-road.",Bangalore, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,innovation engineering
Schrodinger Ideas Private Limited,Backend Development,"Atom, an app under Schrodinger Ideas Private Limited, is a niche community of highly motivated people who want to do something meaningful in their lives. In short, you can say it's a community for entrepreneurs/doers. We believe that we can achieve our full potential as human beings if we get connected in a better way.",Work From Home,MySQL  PHP  Python ,https://internshala.com/cached_uploads/logo%2F62b4573c8fe901655985980.jpg,backend development mysql php python
Mbook Technology Private Limited,Product Implementation,Metalbook (metalbook.co.in) is a full-stack digital supply-chain platform that provides fabrication and inventory solutions at the best prices in the market for iron and steel-related finished and semi-finished goods. We are one of the fastest-growing startups in the industry and have an order book of 500 cr+.,Delhi,Effective Communication  MS-Excel  MS-PowerPoint  MS-Word  Product Management ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,product implementation effective communication ms-excel ms-powerpoint ms-word product management
Plushvie,AI/ML Development,"Plushvie is a real-time & smooth jewelry try-on experience online through AR/VR technology. It's a software base company in Ahmedabad, Gujarat.",Ahmedabad, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,ai ml development
Amacle Studio,PHP/JS Development,We are a game development studio working mainly in PC and console games. We have collaborated with Butterfly EduFields and Prasanta Communications.,Work From Home,Firebase  LARAVEL  PHP  REST API ,https://internshala.com/cached_uploads/logo%2F63abaf4af1d3a1672195914.jpeg,php js development firebase laravel php rest api
Aarvy Technologies,Flutter Development,"We are not seasoned professionals because we are omnichannel experts based in New Delhi, India. Be it social media marketing, web development, or mobile application, we are providing a plethora of digital solutions with Innovation, quality, and proficiency. We are definitely not boastful about what we do. We are just into the quality and timely deliverables for 100% customer satisfaction. We have developed search strategies for leading brands to small and medium-sized businesses across many industries in the UK and worldwide.

Our mission is to deliver our 100% every time a customer approaches us for digital solutions, be it website development, mobile app development, or digital branding.",Gurgaon,Android  Dart  Firebase  Flutter  iOS  REST API ,https://internshala.com/cached_uploads/logo%2F631acc94cb7081662700692.png,flutter development android dart firebase flutter ios rest api
Shipgig Ventures Private Limited,PHP Development,"Shipgig is an innovative technology and business-driven professional service firm providing customized software development and web-based solutions to our esteemed clients across the world. The foundation of our product development services is in the understanding of engineering requirements, challenges, and technology goals.

Shipgig has hands-on industry experience across various domains. Our talented, dynamic, and experienced professionals efficiently use their technical expertise to enable high-end solutions for both web and mobile application development. The entire team serves with diligence to build cost-effective, reliable, and secure business solutions keeping full track of quality and client deadlines.",Noida,CodeIgniter  HTML  JavaScript  LARAVEL  PHP ,https://internshala.com/cached_uploads/logo%2F628f706d030bc1653567597.gif,php development codeigniter html javascript laravel php
Eledea,Web Directory/E-Commerce/Drop Shipping Development,"Eledea is a well-known wholesaler, trader, exporter, and supplier of a premium quality range of earthing and lightning products, electrical cable, ferrous metal products, nonferrous metal products, etc. In order to provide the best class products to our prestigious customers, we are linked with the most authentic and certified vendors in the market. 

Since our inception in the year 2014, we are one of India's leading companies, involved in providing world-class metal, earthing equipment, electrical, and mining products. Our veteran and deft procuring agents chose our vendors on the grounds of their market understanding, quality measure, financial condition, client-focused approach, delivery of the products, etc. Situated in Ahmedabad (Gujarat, India), we have established a well-equipped warehouse where we store these products in a safe and organized manner.",Work From Home,.NET  Java  MS SQL Server  Python  Reaction Commerce  ReactJS  React Native ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,web directory e-commerce drop shipping development .net java ms sql server python reaction commerce reactjs react native
DeepThought Edutech Ventures Private Limited,Angular.js Development,"DeepThought (DT), a DeepTech product innovation company, dreams of transforming every school/college into an MIT/Harvard/IISER-style research institution by 2030. Our SD LMS (Socratic Dialogue Learning Management System) is based on DT's thread-building technology. DT (SD LMS) helps product startups in grooming beginners for product-innovation roles. 

Some of our early clients are Kringle.ai (loyalty programs), Growpital (AgriTech), and IPx (FinTech). In the long term, we'd like to serve schools, colleges, corporates, and institutions with a research and innovation culture. DT is funded by 5 school leaders, 3 parents, and 3 technologists including Mr. S.Vishwanathan (former CPO, NIIT Technologies), Mr. Anup Kalbalia (former lead, CodeChef), and Dr. Jyothi Reddy (Director of Education, The Shriram Universal School).",Work From Home,AngularJS  CSS  HTML ,https://internshala.com/cached_uploads/logo%2F61e3eea71c3231642327719.jpg,angular.js development angularjs css html
Spatio Zest Private Limited,GIS And Remote Sensing,"Spatio Zest is a business analytics firm that offers strategic and data-composed business decisions by manifesting location intelligence. Our expertise caters to the variable where and why in decision-making, business, and marketing by utilizing modern geospatial data analysis, AI, mapping & info-graphic visualization.",Work From Home,ArcGIS  ERDAS Imagine  Python ,https://internshala.com/cached_uploads/logo%2F61652d7c88aa81634020732.png,gis and remote sensing arcgis erdas imagine python
House Of Gaming Private Limited,Software Testing,"Meeting the needs of all players in the gaming ecosystem. House Of Gaming embarks on a journey to the digital gaming metaverse. It is designed for businesses, gamers, developers, and fans. Furthermore, it has played a significant role in the development of the key pillar of the digital metaverse.",Mumbai,GUI Testing  Manual Testing  Software Testing ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,software testing gui testing manual testing software testing
Schrodinger Ideas Private Limited,Front End Development,"Atom, an app under Schrodinger Ideas Private Limited, is a niche community of highly motivated people who want to do something meaningful in their lives. In short, you can say it's a community for entrepreneurs/doers. We believe that we can achieve our full potential as human beings if we get connected in a better way.",Work From Home,CSS  HTML  JavaScript ,https://internshala.com/cached_uploads/logo%2F62b4573c8fe901655985980.jpg,front end development css html javascript
TourOra,Full Stack WordPress Development,"TourOra is an online travel marketplace where travel experts provide their niche expertise to travelers directly without any intermediaries. TourOra is an online travel e-commerce site where travelers can browse & buy from a list of unlimited travel packages from different niche categories. TourOra also holds a community where travel enthusiasts, experts, and fellow travelers can connect with each other and immerse in our user-curated blogs, vlogs, forums, etc.

A true travel marketplace for travelers!",Work From Home,CSS  HTML  JavaScript  JSON  ReactJS  WordPress ,https://internshala.com/cached_uploads/logo%2F63ee2526242871676551462.jpeg,full stack wordpress development css html javascript json reactjs wordpress
Exainfotech,Oracle Development,The principal business activities of the company are to develop ERP software and oracle-based language and then customize it as per clients' requirements.,Gurgaon,Oracle ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,oracle development oracle
Muncho Technologies Private Limited,QA Automation Testing (QA Engineering),"Muncho is an exciting new food-tech startup based out of Bangalore and Singapore. It empowers F&B partners with a QR dining platform, enabling the fastest and most functional ordering platform for restaurants, cafes, and pubs. Additionally, Muncho is leading the revolution to make dining a social experience where people can see where their friends are dining, send gifts in the form of food/drinks to them, gain loyalty benefits at their favorite spots, and more.",Work From Home,Jenkins ,https://internshala.com/cached_uploads/logo%2F63a94c29a88ec1672039465.png,qa automation testing (qa engineering) jenkins
All Friends Studio,Node.js Development,"All Friends Studio is an award-winning, group of companies and startups which collectively aim towards building world-class solutions in all digital possible platforms. Our founder has been awarded India's Top 30 entrepreneurs under 30, 2022, and India's Top 100 Entrepreneurs under 40, 2022, and our company has been awarded Emerging Startup of the Year, 2022.

All Friends Studio serves in the domain of website development, digital marketing, mobile and web app development, graphic design, game designing and development, music production, artificial intelligence development, VFX, robotic development, 3D/2D video production, and development.

With over 12 years of experience in this whole-sum industry, we have served around 1000+ clients globally with multiple domain expertise and with over 7500 projects delivered yet and generating upwards of $10 Million, worth of revenue for our clients, just in 2022.",Delhi,CSS  Express.js  HTML  JavaScript  jQuery  MongoDB  MySQL  Node.js  ReactJS  REST API ,https://internshala.com/cached_uploads/logo%2F6370b342aac161668330306.jpg,node.js development css express.js html javascript jquery mongodb mysql node.js reactjs rest api
All Friends Studio,Flutter Development,"All Friends Studio is an award-winning, group of companies and startups which collectively aim towards building world-class solutions in all digital possible platforms. Our founder has been awarded India's Top 30 entrepreneurs under 30, 2022, and India's Top 100 Entrepreneurs under 40, 2022, and our company has been awarded Emerging Startup of the Year, 2022.

All Friends Studio serves in the domain of website development, digital marketing, mobile and web app development, graphic design, game designing and development, music production, artificial intelligence development, VFX, robotic development, 3D/2D video production, and development.

With over 12 years of experience in this whole-sum industry, we have served around 1000+ clients globally with multiple domain expertise and with over 7500 projects delivered yet and generating upwards of $10 Million, worth of revenue for our clients, just in 2022.",Delhi,Android  Dart  Firebase  Flutter  iOS  REST API ,https://internshala.com/cached_uploads/logo%2F6370b342aac161668330306.jpg,flutter development android dart firebase flutter ios rest api
ISS Shipping India Private Limited,Web Application Development,"At Inchcape, our vision is to have a connected world, in which our customers trade successfully and make better decisions in every port, everywhere. We use technology and our global network to help our partners connect to a smoother, smarter ocean.

Inchcape combines its worldwide infrastructure with local expertise through our global network of over 240 proprietary offices, across 60 countries and a team of more than 2,500 committed professionals. Our diverse global customer base includes owners and charterers in the oil, cruise, container and bulk commodity sectors as well as naval, government and intergovernmental organizations. We have an ambitious growth model and a career here is certainly going to be a rewarding one that will allow you to bring your skills & experience. We embrace change and are open to new thinking and pushing for positive change in our industry.",Navi Mumbai,ASP.NET  CSS  HTML  JavaScript  MySQL ,https://internshala.com/cached_uploads/logo%2F63edc2b006f2c1676526256.jpg,web application development asp.net css html javascript mysql
PeaceInfotech Services Private Limited,Mobile App Development,"PeaceInfotech Services Private Limited is India's leading interactive website design company based in Mumbai. We are focused specifically on delivering solutions across the full range spectrum i.e., web design, custom web design, website development, search engine optimization, customized web application, link building, content management system, internet marketing, web hosting, domain registration services, flash websites, flash animation, etc.",Thane,Android ,https://internshala.com/cached_uploads/logo%2F63e20d4311e211675758915.jpg,mobile app development android
Nexzellenz Technologies LLP,3D Printing,We are into additive manufacturing and related services domain. We are DPIIT recognized startup for our industrial IoT product.,Aurangabad,Arduino  Autodesk Fusion 360  Rhino  SolidWorks ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,3d printing arduino autodesk fusion 360 rhino solidworks
SurePass Technologies Private Limited,Android App Development,"SurePass Technologies has launched a first-of-its-kind check-in service that allows on-ground businesses such as hotels, banks, residential/corporate buildings to onboard and manages customers/visitors by verifying their ID credentials in real-time. SurePass Technologies' API can authenticate and digitally store a customer/visitor's Aadhar card, driver's license, voter ID, and PAN for your compliance or security needs.",Delhi,Android  Firebase  Java  Kotlin  REST API ,https://internshala.com/cached_uploads/logo%2F5eeb4bcb161fc1592478667.png,android app development android firebase java kotlin rest api
SurePass Technologies Private Limited,ReactJS Development,"SurePass Technologies has launched a first-of-its-kind check-in service that allows on-ground businesses such as hotels, banks, residential/corporate buildings to onboard and manages customers/visitors by verifying their ID credentials in real-time. SurePass Technologies' API can authenticate and digitally store a customer/visitor's Aadhar card, driver's license, voter ID, and PAN for your compliance or security needs.",Delhi,Node.js  ReactJS  Redux  Vue Js ,https://internshala.com/cached_uploads/logo%2F5eeb4bcb161fc1592478667.png,reactjs development node.js reactjs redux vue js
Web Work,Web Design,"Based in Mumbai, India, WebWork is a website design and development firm offering affordable web solutions from basic website design to advanced website solutions. We are into a simple online brochure to the database-driven solutions. All of our concepts are custom solutions tailored to the individual needs of your company.",Mira Bhayandar,Adobe Illustrator  Adobe Photoshop  CSS  HTML  jQuery ,https://internshala.com/cached_uploads/logo%2F5e2fddcae927d1580195274.jpg,web design adobe illustrator adobe photoshop css html jquery
Repsoft,Mobile App Development (React Native),"Repsoft is a development company that mainly focuses on games, applications, software, and website development. Our core priority is to satisfy our clients with high quality and smooth delivery of projects to accomplish the complete needs of our customers. We provide priority to our clients with good relationships over the business which enables us to understand them and deliver the requirements expected by clients.",Work From Home,Firebase  Node.js  React Native ,https://internshala.com/cached_uploads/logo%2F62b1fb12c350c1655831314.jpeg,mobile app development (react native) firebase node.js react native
All Friends Studio,Web Development,"All Friends Studio is an award-winning, group of companies and startups which collectively aim towards building world-class solutions in all digital possible platforms. Our founder has been awarded India's Top 30 entrepreneurs under 30, 2022, and India's Top 100 Entrepreneurs under 40, 2022, and our company has been awarded Emerging Startup of the Year, 2022.

All Friends Studio serves in the domain of website development, digital marketing, mobile and web app development, graphic design, game designing and development, music production, artificial intelligence development, VFX, robotic development, 3D/2D video production, and development.

With over 12 years of experience in this whole-sum industry, we have served around 1000+ clients globally with multiple domain expertise and with over 7500 projects delivered yet and generating upwards of $10 Million, worth of revenue for our clients, just in 2022.",Delhi,AngularJS  Bootstrap  CSS  HTML  JavaScript  Joomla  jQuery  ReactJS  WordPress ,https://internshala.com/cached_uploads/logo%2F6370b342aac161668330306.jpg,web development angularjs bootstrap css html javascript joomla jquery reactjs wordpress
All Friends Studio,ReactJS Development,"All Friends Studio is an award-winning, group of companies and startups which collectively aim towards building world-class solutions in all digital possible platforms. Our founder has been awarded India's Top 30 entrepreneurs under 30, 2022, and India's Top 100 Entrepreneurs under 40, 2022, and our company has been awarded Emerging Startup of the Year, 2022.

All Friends Studio serves in the domain of website development, digital marketing, mobile and web app development, graphic design, game designing and development, music production, artificial intelligence development, VFX, robotic development, 3D/2D video production, and development.

With over 12 years of experience in this whole-sum industry, we have served around 1000+ clients globally with multiple domain expertise and with over 7500 projects delivered yet and generating upwards of $10 Million, worth of revenue for our clients, just in 2022.",Delhi,HTML  JavaScript  jQuery  ReactJS  REST API ,https://internshala.com/cached_uploads/logo%2F6370b342aac161668330306.jpg,reactjs development html javascript jquery reactjs rest api
Cubastion Consulting Private Limited,Network Engineering,"Cubastion is a specialized customer engagement and experience consultancy. Process and technology expert in leading CRM, billing, and BI products. Cubastion engages with companies ranging from Fortune 500 to mid-size companies helping them manage their CRM landscape. With over a decade of experience in industries like manufacturing, automobile, consumer goods, and communication, Cubastion has emerged from being a technology service provider to a consulting organization.",Gurgaon, ,https://internshala.com/cached_uploads/logo%2F627f583d057011652512829.png,network engineering
Vertus Agro Solutions Private Limited,Web Development,Vertus is a luxury brand specializing in exquisite handlined artisanal teas uniquely crafted to perfection. We believe in delivering blended whole-leaf teas from Kangra's finest tea gardens.,Delhi,Adobe Illustrator  Adobe Photoshop  Bootstrap  CSS  Google AdWords  HTML  Java  JavaScript  jQuery  MySQL  Node.js  PHP  ReactJS  UI & UX Design  WordPress ,https://internshala.com/cached_uploads/logo%2F63ede15c365541676534108.png,web development adobe illustrator adobe photoshop bootstrap css google adwords html java javascript jquery mysql node.js php reactjs ui & ux design wordpress
Shipgig Ventures Private Limited,.NET Development,"Shipgig is an innovative technology and business-driven professional service firm providing customized software development and web-based solutions to our esteemed clients across the world. The foundation of our product development services is in the understanding of engineering requirements, challenges, and technology goals.

Shipgig has hands-on industry experience across various domains. Our talented, dynamic, and experienced professionals efficiently use their technical expertise to enable high-end solutions for both web and mobile application development. The entire team serves with diligence to build cost-effective, reliable, and secure business solutions keeping full track of quality and client deadlines.",Noida,.NET  ASP.NET  C#  CSS  Model View Controller(MVC) ,https://internshala.com/cached_uploads/logo%2F628f706d030bc1653567597.gif,.net development .net asp.net c# css model view controller(mvc)
Metricoid Technology Solutions Private Limited,Backend Development,"Metricoid is a leading software development company registered in UK and India. We have a global presence in the USA and France. We work with overseas clients across the world to develop their software products. Our core services are SaaS product development, custom web & mobile app development, and machine learning.",Thane,HTML  Java  MySQL  PHP  Python ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,backend development html java mysql php python
WA.Team,Web Development,"We automate & enhance customer support using WhatsApp's official business API & team inbox. We provide amazing features like multi-channel team inbox, auto reverts, broadcast messages, automation, and easy integration with Google forms, Zapier, Pabbly Connect, Integromat, Konnectz IT, WooCommerce & many more.",Surat,CSS  Express.js  HTML  JavaScript  JSON  MongoDB  MySQL  Node.js  PHP  ReactJS  WordPress ,https://internshala.com/cached_uploads/logo%2F619cba5663cf81637661270.png,web development css express.js html javascript json mongodb mysql node.js php reactjs wordpress
KeenHour,WordPress Development,"I have over 15 years of experience in digital marketing and have worked on more than 250 projects in various areas such as social media, SEO, FB & Google Ads, Marketing Automation, LinkedIn Automation, etc.

I am currently running two companies:

1. Keenhour (https://www.keenhour.com): A digital marketing academy offering courses, workshops, and webinars to help students gain practical knowledge in the field.

2. 99Digital (https://www.99digital.in/): A digital marketing services company providing social media, web design, SEO, and Facebook marketing services to small businesses.

As an intern with my company, you'll have the opportunity to learn from my extensive experience and work on real-world projects to boost your career. You'll also have access to top-tier tech tools in the digital space to give you a competitive edge in the job market. This is an excellent opportunity if you're serious about learning and growing your career in digital marketing and social media.",Work From Home,CSS  HTML  JavaScript  PHP  WordPress ,https://internshala.com/cached_uploads/logo%2F63b0765f71eb11672509023.png,wordpress development css html javascript php wordpress
WebLiska Technologies,PHP Development,"WebLiska is India's most preferred local services platform loved by thousands of businesses and service professionals to connect with millions of local buyers and consumers. With over $200 billion in market size, the opportunity for hyper-local services in India is huge. But there is still a gap in quality services that must be dealt only with technology-driven artificial intelligence platforms like LocalVyapar.

Our platform leverages all the in-house sophisticated technology and deep domain knowledge to connect the local verified buyers and the pre-authenticated verified service partners and businesses together. Starting from July 2018, it took almost six months in building, testing, analyzing, and changing our code to suit our user's needs. Our platform is highly driven and supported by automation technology. With over 9 years of combined experience in this domain, we put our skills to the extreme tests.",Faridabad,AJAX  CodeIgniter  jQuery  LARAVEL  PHP ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,php development ajax codeigniter jquery laravel php
Intrepid Websoul Private Limited,Business Development (IT),"Intrepid Websoul Private Limited - iWebsoul is a rapidly growing IT solution and content provider in India with expertise in digital marketing, content development, and software development. Our team comprehensively works to create a unique business and industry-based solution for our customers. We customize our solutions and tailor them according to the needs of our clients keeping in mind their vision and target audience.",Indore,Email Marketing  English Proficiency (Spoken)  English Proficiency (Written) ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,business development (it) email marketing english proficiency (spoken) english proficiency (written)
ProfitBooks Solutions Private Limited,Wordpress & SEO,"ProfitBooks is an online accounting and payroll application mainly focused on SMEs, professionals, and startup companies.",Pune,Search Engine Optimization (SEO)  WordPress ,https://internshala.com/cached_uploads/logo%2F5e2fdbf0e60d11580194800.png,wordpress & seo search engine optimization (seo) wordpress
vDoIT Technologies Private Limited,Dot Net Development,"We provide IT services in the most innovative way - staffing, solutions, training, and consulting. Our extensive IT experience of leading and contributing to various enterprise-level initiatives in domains like retail, finance, logistics, hospitality, high-tech, localization gives us the privilege to understand the business and technology aspects of disparate systems, in deep and that is what we leverage to benefit our customers with simple solutions to even critical business problems. Our expertise in designing large enterprise solutions on various platforms gives us the privilege to serve our customers with mature yet simple technical solutions to complex business problems.",Work From Home,.NET  ASP.NET  Model View Controller(MVC)  REST API  Visual Basic (VB) ,https://internshala.com/cached_uploads/logo%2F60ec42bed10b21626096318.png,dot net development .net asp.net model view controller(mvc) rest api visual basic (vb)
Nuvogen Limited,Oracle/ Apex Development,We are a small company that makes trading software.,Work From Home,Linux  Python  SQL ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,oracle apex development linux python sql
VGics Global,IT Support,"About us: VGics is labeled as the most preferred end-to-end IT service provider ranging from various cloud computing solutions to hybrid and private setups We provide managed IT infrastructure and security services to the leading healthcare, product development, and various other industries, which are advanced and very simple. We are entrusted by organizations because of our transformative processes and values that make an organization grow.",Noida,Amazon Web Server (AWS)  Cloud Computing  Effective Communication ,https://internshala.com/cached_uploads/logo%2F63ee0f554d27d1676545877.png,it support amazon web server (aws) cloud computing effective communication
Quants Jugglers,Python Development,"Quants Jugglers is a data analytics company catering specifically to the financial market domain. We are a startup owned by full-time traders who have immense experience in trading and managing funds at the proprietary level. We have been building quants-based strategies for stock markets and are now willing to expand to provide algorithmic-based experience to people by providing in-house research-based strategies. We provide fund management services to our clients based on quants based system in order to generate alpha from markets. Times have been changing, and so are we. We bring our in-house research on the development of strategies, and algorithms that can be used to manage funds according to different classes of investors based on their needs.",Delhi,CSS  Data Science  Flask  HTML  Machine Learning  Python ,https://internshala.com/cached_uploads/logo%2F6259b2d679e0f1650045654.jpg,python development css data science flask html machine learning python
MS Law Partners,Patent Engineering,"MS Law Partners was established in 2018 with a belief in finding solutions by adopting a holistic and strategic approach toward clients' needs. MS Law Partners is a full-service law firm with multi specializations of advisory and litigation in intellectual property, commercial laws, arbitration, and insolvency.

Our partners are qualified to practice before the Supreme Court of India, Patent and Trademark Offices, High Courts, National Company Law Tribunals (NCLT), Consumer Forums, and District Courts all across India. 

At MS Law Partners, we believe in developing long-term relationships with clients by understanding their research, advising them on the marketability of the research, and tailoring our legal services accordingly. With its principal offices in New Delhi, the firm advises a diverse clientele including domestic and international companies, NFT marketplaces, banks and financial Institutions, IP investors, startups, universities, and individual inventors.",Delhi,.NET  ASP.NET  C++ Programming  Computer Networking  Java  PHP ,https://internshala.com/cached_uploads/logo%2F63ee066d2af101676543597.png,patent engineering .net asp.net c++ programming computer networking java php
